name,socket,form_factor,max_memory,memory_slots
EVGA B360 Micro Gaming,LGA1151,Micro ATX,32,2
MSI X470 GAMING PRO CARBON AC,AM4,ATX,64,4
Asus ROG MAXIMUS XI APEX,LGA1151,ATX,64,2
Gigabyte B460M D2V,LGA1200,Micro ATX,64,2
ASRock H470 Phantom Gaming 4,LGA1200,ATX,128,4
Asus Pro H410M-C/CSM,LGA1200,Micro ATX,64,2
Colorful BATTLE-AX B550M-HD PRO V14,AM4,Micro ATX,64,2
Biostar B660MX-E,LGA1700,Micro ATX,64,2
Gigabyte Z790 AORUS ELITE,LGA1700,ATX,192,4
Biostar B660MX-E PRO,LGA1700,Micro ATX,128,4
Gigabyte H610M S2 DDR4 (rev. 1.2),LGA1700,Micro ATX,64,2
Asus PRIME B760M-A D4-CSM,LGA1700,Micro ATX,128,4
Gigabyte B760M D2H,LGA1700,Micro ATX,96,2
Biostar B45M2,AM4,Micro ATX,32,2
Asus PRIME H610M-A WIFI D4-CSM,LGA1700,Micro ATX,64,2
Gigabyte A620M C,AM5,Micro ATX,192,4
Asus PRIME H610M-K ARGB-CSM,LGA1700,Micro ATX,96,2
ASRock B760M Pro-A,LGA1700,Micro ATX,192,4
Asus EX-B760M-V7,LGA1700,Micro ATX,96,2
Asus PRIME B760M-F,LGA1700,Micro ATX,96,2
ASRock Z170A-X1,LGA1151,ATX,64,4
Gigabyte X299 AORUS Gaming,LGA2066,ATX,64,4
Biostar Z490GTA EVO,LGA1200,ATX,128,4
Gigabyte B660-AORUS-ELITE-AX-DDR4,LGA1700,ATX,128,4
Biostar B560MHP 2.0,LGA1200,Micro ATX,64,2
Asus P7P55D Deluxe,LGA1156,ATX,16,4
Gigabyte GA-EP43T-USB3,LGA775,ATX,16,4
Intel DG41TY,LGA775,Micro ATX,8,2
EVGA 270-WS-W555-A2,LGA1366,HPTX,48,12
Asus P6T6 WS Revolution,LGA1366,ATX,24,6
Biostar G41M7,LGA775,Micro ATX,8,2
Asus P8H67-M PRO,LGA1155,Micro ATX,32,4
Asus P8P67 Deluxe,LGA1155,ATX,32,4
Asus M5A99X EVO,AM3+,ATX,32,4
Asus P8Z68-V LE,LGA1155,ATX,32,4
Intel DH77DF,LGA1155,Mini ITX,16,2
Intel DH77KC,LGA1155,ATX,32,4
Gigabyte GA-Z77N-WIFI,LGA1155,Mini ITX,16,2
ASRock 980DE3/U3S3,AM3+,ATX,32,4
Asus H87M-PRO,LGA1150,Micro ATX,32,4
Asus Z87-Deluxe,LGA1150,ATX,32,4
Gigabyte GA-B75N,LGA1155,Mini ITX,16,2
Gigabyte GA-H81M-S2PH,LGA1150,Micro ATX,16,2
ASRock FM2A88X-ITX+,FM2+,Mini ITX,32,2
Gigabyte GA-F2A88XM-HD3,FM2+,Micro ATX,64,2
Asus A55BM-E,FM2+,Micro ATX,32,2
ECS H81H3-I/HDMI (V1.0),LGA1150,Mini ITX,16,2
MSI CSM-H87M-G43,LGA1150,Micro ATX,32,4
Asus A78M-A,FM2+,Micro ATX,64,4
Biostar AM1MHP,AM1,Micro ATX,16,2
Gigabyte GA-AM1M-S2H,AM1,Micro ATX,32,2
MSI Z97 MPOWER MAX AC,LGA1150,ATX,32,4
ECS H81H3-TI2,LGA1150,Thin Mini ITX,8,1
ASRock Z97M OC Formula,LGA1150,Micro ATX,32,4
Gigabyte GA-Z97X-Gaming G1 WIFI-BK,LGA1150,ATX,32,4
MSI Z97-G55 SLI,LGA1150,ATX,32,4
EVGA Z97 FTW,LGA1150,ATX,32,4
ASRock H97M-ITX/AC,LGA1150,Mini ITX,16,2
MSI B85M GAMING,LGA1150,Micro ATX,32,4
ASRock H81M-ITX/WIFI,LGA1150,Mini ITX,16,2
Asus CROSSBLADE RANGER,FM2+,ATX,64,4
ASRock B85 Anniversary,LGA1150,ATX,32,4
Gigabyte GA-EX58-UD4P,LGA1366,ATX,24,6
Asus X99-S,LGA2011-3,ATX,64,8
Asus H81-PLUS,LGA1150,ATX,16,2
ASRock H87WSA-DL,LGA1150,ATX,32,4
EVGA Z170 FTW,LGA1151,ATX,64,4
ASRock Fatal1ty H170 Performance,LGA1151,ATX,64,4
Gigabyte GA-H170M-D3H DDR3,LGA1151,Micro ATX,64,4
Gigabyte GA-H170M-DS3H,LGA1151,Micro ATX,64,4
Asus M5A78L-M LE/USB3,AM3+,Micro ATX,16,2
Gigabyte GA-Z170X-GAMING 6,LGA1151,ATX,64,4
Gigabyte MW21-SE0,LGA1151,Micro ATX,64,4
Gigabyte GA-F2A88X-D3HP,FM2+,ATX,64,4
MSI H110I PRO AC,LGA1151,Mini ITX,32,2
Asus P10S-M WS,LGA1151,Micro ATX,64,4
Gigabyte GA-Z170X-Ultra Gaming,LGA1151,ATX,64,4
MSI H270 PC MATE,LGA1151,ATX,64,4
Gigabyte GA-Z270M-D3H,LGA1151,Micro ATX,64,4
ASRock Fatal1ty Z270 Gaming K4,LGA1151,ATX,64,4
EVGA Z270 Classified K,LGA1151,EATX,64,4
Gigabyte GA-990X-Gaming SLI,AM3+,ATX,64,4
Gigabyte GA-B250N-Phoenix WIFI,LGA1151,Mini ITX,32,2
Asus PRIME B250M-D,LGA1151,Micro ATX,32,2
ASRock H110M-HDS R3.0,LGA1151,Micro ATX,32,2
Asus STRIX Z370-G GAMING,LGA1151,Micro ATX,64,4
Gigabyte B360M D3H GSM,LGA1151,Micro ATX,64,4
Gigabyte Q370M D3H GSM PLUS,LGA1151,Micro ATX,64,4
ASRock Z390 Phantom Gaming 9,LGA1151,ATX,128,4
Asus EX-B360M-V5,LGA1151,Micro ATX,32,2
MSI B360M BAZOOKA PLUS,LGA1151,Micro ATX,64,4
EVGA Z390 DARK,LGA1151,EATX,64,2
Gigabyte GA-AB350M-D3V,AM4,Micro ATX,32,2
MSI B150M Pro-D,LGA1151,Micro ATX,32,2
Gigabyte H470I AORUS PRO AX,LGA1200,Mini ITX,64,2
Asus ROG STRIX Z490-G GAMING,LGA1200,Micro ATX,128,4
ASRock B460 Pro4,LGA1200,ATX,128,4
Supermicro C9Z490-PGW,LGA1200,ATX,128,4
Asus Pro Q470M-C/CSM,LGA1200,Micro ATX,128,4
Asus PRIME B460I-PLUS,LGA1200,Mini ITX,64,2
Colorful CVN B550M GAMING PRO V14,AM4,Micro ATX,128,4
MSI B550M PRO-DASH,AM4,Micro ATX,128,4
ASRock B560M Pro4/ac+,LGA1200,Micro ATX,128,4
Asus EX-B660M-V5 D4,LGA1700,Micro ATX,64,2
Asus PRIME H670-PLUS D4-CSM,LGA1700,ATX,128,4
MSI PRO B660-A,LGA1700,ATX,192,4
Gigabyte Q570M D3H,LGA1200,Micro ATX,128,4
Biostar Z790A-SILVER,LGA1700,ATX,192,4
Gigabyte Q670M D3H DDR4 (rev. 1.0),LGA1700,Micro ATX,128,4
Biostar B660MXC PRO,LGA1700,Micro ATX,128,4
MSI Z490 PLUS,LGA1200,ATX,128,4
Asus PRIME B760M-R D4-CSM,LGA1700,Micro ATX,64,2
Biostar B650MS2-E,AM5,Micro ATX,96,2
Supermicro C7Z170-OCE,LGA1151,ATX,64,4
Asus PRO H610M-C D4-CSM,LGA1700,Micro ATX,64,2
EVGA Z590 DARK,LGA1200,EATX,64,2
Supermicro MBD-X11SBA-LN4F-O,Integrated Pentium N3700,Mini ITX,8,2
MSI X299 TOMAHAWK AC,LGA2066,ATX,256,8
ASRock H470 Steel Legend,LGA1200,ATX,128,4
Intel DG45ID,LGA775,Micro ATX,8,4
Gigabyte GA-H55M-S2H,LGA1156,Micro ATX,8,2
Intel DH57JG,LGA1156,Mini ITX,8,2
Gigabyte GA-EP43-UD3L,LGA775,ATX,16,4
Asus P5QL/EPU,LGA775,ATX,16,4
Zotac GF9300-G-E,LGA775,Mini ITX,8,2
ECS G41T-M2(1.0),LGA775,Micro ATX,8,2
Asus P7H55/USB3,LGA1156,ATX,16,4
Intel DP67BG,LGA1155,ATX,32,4
Gigabyte GA-Z68A-D3H-B3,LGA1155,ATX,32,4
Asus Crosshair V Formula,AM3+,ATX,32,4
Asus M5A97 EVO,AM3+,ATX,32,4
Gigabyte GA-A75M-S2V,FM1,Micro ATX,16,2
Asus Maximus IV Gene-Z,LGA1155,Micro ATX,32,4
Asus P8Z68-M Pro,LGA1155,Micro ATX,32,4
Intel DX79TO,LGA2011,ATX,64,8
Biostar TPOWER X79,LGA2011,ATX,32,4
Gigabyte GA-H61MA-D3V,LGA1155,Micro ATX,16,2
MSI A55M-P33,FM1,Micro ATX,16,2
MSI H77MA-G43,LGA1155,Micro ATX,32,4
Asus P8Z77-V LE PLUS,LGA1155,ATX,32,4
MSI 760GM-P34(FX),AM3+,Micro ATX,16,2
Foxconn B75M,LGA1155,Micro ATX,32,4
MSI FM2-A75MA-E35,FM2,Micro ATX,16,2
ASRock Z77 Extreme11,LGA1155,EATX,32,4
Gigabyte GA-A75M-DS2,FM1,Micro ATX,64,2
Foxconn H77MXV-D,LGA1155,Micro ATX,16,2
ASRock H61MV-ITX,LGA1155,Mini ITX,16,2
Gigabyte GA-Z87MX-D3H,LGA1150,Micro ATX,32,4
Asus Z87-Expert,LGA1150,ATX,32,4
Gigabyte GA-Z87N-WIFI,LGA1150,Mini ITX,16,2
Gigabyte GA-H87M-D3H,LGA1150,Micro ATX,32,4
Gigabyte GA-G1.Sniper A88X,FM2+,ATX,64,4
Gigabyte GA-F2A88X-D3H,FM2+,ATX,64,4
MSI Z87M GAMING,LGA1150,Micro ATX,32,4
ASRock Z87 Extreme11/ac,LGA1150,EATX,32,4
MSI Z87I GAMING AC,LGA1150,Mini ITX,16,2
Biostar B85MG,LGA1150,Micro ATX,16,2
MSI H87-G43 GAMING,LGA1150,ATX,32,4
Biostar AM1ML,AM1,Micro ATX,16,2
ASRock Q1900M,Integrated Celeron J1900,Micro ATX,16,2
ASRock Z97 PRO3,LGA1150,ATX,32,4
Gigabyte GA-Z97X-Gaming G1,LGA1150,ATX,32,4
Asus H97-PRO,LGA1150,ATX,32,4
ASRock H81TM-ITX R2.0,LGA1150,Thin Mini ITX,16,2
Foxconn H61MD,LGA1155,Micro ATX,16,2
Asus B85M-F,LGA1150,Micro ATX,16,2
Gigabyte GA-Q87M-MK,LGA1150,Micro ATX,32,4
Gigabyte GA-G1.SNIPER B6,LGA1150,ATX,32,4
ASRock Fatal1ty Z97 Professional,LGA1150,ATX,32,4
MSI X99A XPOWER AC,LGA2011-3,EATX,128,8
ASRock Fatal1ty 970 Performance,AM3+/AM3,ATX,64,4
Asus B150 PRO GAMING D3,LGA1151,ATX,64,4
Gigabyte GA-H110M-S2H GSM,LGA1151,Micro ATX,32,2
Gigabyte GA-X99P-SLI,LGA2011-3,ATX,128,8
Asus E3 PRO GAMING V5,LGA1151,ATX,64,4
Biostar H170GT3,LGA1151,Micro ATX,64,4
ECS H110M-C3D (1.0),LGA1151,Micro ATX,32,2
ASRock H81M-HDS R2.0,LGA1150,Micro ATX,16,2
MSI B250 KRAIT GAMING,LGA1151,ATX,64,4
MSI X299 XPOWER GAMING AC,LGA2066,EATX,128,8
MSI H270 Gaming Pro Carbon,LGA1151,ATX,64,4
MSI Z370 GODLIKE GAMING,LGA1151,EATX,64,4
Biostar B360MHD PRO,LGA1151,Micro ATX,32,2
Biostar H310MHD PRO,LGA1151,Micro ATX,32,2
EVGA H370 Stinger,LGA1151,Mini ITX,32,2
Supermicro X11SCM-LN8F,LGA1151,Micro ATX,128,4
Biostar X570GT,AM4,Micro ATX,128,4
Gigabyte H470 AORUS PRO AX,LGA1200,ATX,128,4
Gigabyte GA-B460M AORUS ELITE,LGA1200,Micro ATX,128,4
Biostar Z490GTA,LGA1200,ATX,128,4
MSI H410M PRO-C,LGA1200,Micro ATX,64,2
Gigabyte B660M GAMING X AX,LGA1700,Micro ATX,192,4
Gigabyte GA-H81M-S2V,LGA1150,Micro ATX,16,2
Biostar B650M-SILVER,AM5,Micro ATX,192,4
Gigabyte H470M K,LGA1200,Micro ATX,64,2
Gigabyte B760M AORUS ELITE DDR4,LGA1700,Micro ATX,128,4
Biostar B760T-SILVER,LGA1700,Mini ITX,96,2
MSI PRO B760M-G,LGA1700,Micro ATX,96,2
Asus PRIME B760M-K-CSM,LGA1700,Micro ATX,96,2
MSI PRO H610M-G II,LGA1700,Micro ATX,96,2
Gigabyte Z690 AORUS TACHYON,LGA1700,EATX,96,2
Biostar H410MHG,LGA1200,Micro ATX,64,2
Gigabyte GA-H55M-UD2H,LGA1156,Micro ATX,16,4
Intel DP55WB,LGA1156,Micro ATX,16,4
Gigabyte GA-P55A-UD3,LGA1156,ATX,16,4
Gigabyte GA-MA785GT-UD3H,AM3,ATX,16,4
Gigabyte GA-870A-UD3,AM3,ATX,16,4
Asus Rampage II Extreme,LGA1366,ATX,24,6
Gigabyte GA-G41M-ES2H,LGA775,Micro ATX,8,2
MSI NF980-G65,AM3,ATX,16,4
MSI H55M-ED55,LGA1156,Micro ATX,16,4
Gigabyte GA-MA770T-UD3,AM3,ATX,16,4
Asus P7P55 WS SuperComputer,LGA1156,ATX,16,4
Biostar P43D3,LGA775,ATX,4,2
Asus P8P67-M,LGA1155,Micro ATX,32,4
Intel DH67CF,LGA1155,Mini ITX,16,2
Intel DX58SO2,LGA1366,ATX,24,6
Gigabyte GA-P43T-ES3G,LGA775,ATX,16,4
Biostar G41U3G,LGA775,Micro ATX,8,2
Biostar G41HDRCH,LGA775,Micro ATX,8,2
MSI P67A-GD65 (B3),LGA1155,ATX,32,4
Intel DP35DPM,LGA775,ATX,8,4
Supermicro MBD-C7P67-O,LGA1155,ATX,32,4
MSI P67A-G43 (B3),LGA1155,ATX,32,4
ASRock H61ICAFE,LGA1155,ATX,16,4
Jetway JNC9C-550-LF,Integrated Atom N550,Mini ITX,2,2
Intel D410PT,Integrated Atom D410,Mini ITX,4,2
Asus M5A88-V EVO,AM3+,ATX,16,4
Asus P6X58-E PRO,LGA1366,ATX,48,6
Gigabyte GA-Z68XP-UD4,LGA1155,ATX,32,4
Gigabyte GA-990FXA-UD7,AM3+,ATX,32,4
Gigabyte GA-970A-D3,AM3+,ATX,32,4
Jetway JTI41M,LGA775,Micro ATX,8,2
ASRock Fatal1ty 990FX Professional,AM3+,ATX,64,4
Gigabyte GA-H61M-S2-B3,LGA1155,Micro ATX,16,2
Gigabyte GA-H61M-S2H,LGA1155,Micro ATX,16,2
ASRock 990FX Extreme3,AM3+/AM3,ATX,32,4
Asus P8Z68-V/GEN3,LGA1155,ATX,32,4
Gigabyte GA-A55M-DS2,FM1,Micro ATX,32,2
Asus Maximus IV Gene-Z/GEN3,LGA1155,Micro ATX,32,4
ASRock X79 Extreme6/GB,LGA2011,ATX,64,8
MSI Z77A-GD55,LGA1155,ATX,32,4
Asus P8H77-M/CSM,LGA1155,Micro ATX,32,4
Gigabyte G1.Sniper M3,LGA1155,Micro ATX,32,4
Asus P8H77-I,LGA1155,Mini ITX,16,2
Asus Maximus V Extreme,LGA1155,EATX,32,4
Gigabyte GA-Z77X-UP5 TH,LGA1155,ATX,32,4
Asus Z9PA-U8,LGA2011,ATX,64,8
MSI Z77A-G43 Gaming,LGA1155,ATX,32,4
Asus H87-PRO,LGA1150,ATX,32,4
ASRock Z87M Pro4,LGA1150,Micro ATX,32,4
Asus Z87-WS,LGA1150,ATX,32,4
EVGA 150-SE-E789-KR,LGA2011,EATX,64,8
ASRock FM2A88X Extreme6+,FM2+,ATX,64,4
Gigabyte GA-H87-HD3,LGA1150,ATX,32,4
MSI A88X-G43,FM2+,ATX,64,4
Gigabyte GA-Z97X-UD5H-BK,LGA1150,ATX,32,4
MSI Z97 Guard-Pro,LGA1150,ATX,32,4
Gigabyte GA-H97-GAMING 3,LGA1150,ATX,32,4
Gigabyte G1.SNIPER H6,LGA1150,ATX,32,4
MSI H97I AC,LGA1150,Mini ITX,16,2
ASRock Z97 Extreme9,LGA1150,ATX,32,4
EVGA Classified,LGA2011-3,EATX,128,8
Gigabyte GA-X99-GAMING G1WIFI,LGA2011-3,EATX,64,8
MSI X99S XPOWER AC,LGA2011-3,EATX,128,8
ASRock X99 Professional,LGA2011-3,EATX,128,8
ASRock B85M-DGS,LGA1150,Micro ATX,16,2
Asus A88X-GAMER,FM2+,ATX,64,4
ASRock 970 Performance,AM3+,ATX,64,4
ASRock EP2C612D16C-4L,2 x LGA2011-3 Narrow,SSI EEB,1024,16
ASRock Z97 Extreme4/3.1,LGA1150,ATX,32,4
MSI A88XM-E45 V2,FM2+,Micro ATX,64,4
ASRock EPC612D4U-2T8R,LGA2011-3 Narrow,Micro ATX,512,4
ASRock Fatal1ty X99 Professional/3.1,LGA2011-3,EATX,128,8
ASRock Z170 Extreme6,LGA1151,ATX,64,4
Gigabyte GA-Z170-D3H,LGA1151,ATX,64,4
ASRock FATAL1TY 970 PERFORMANCE/3.1,AM3+/AM3,ATX,64,4
ASRock B150 Gaming K4,LGA1151,ATX,64,4
Gigabyte GA-B150M-D3H-GSM,LGA1151,Micro ATX,64,4
ASRock B150M-HDV/D3,LGA1151,ATX,16,2
Gigabyte GA-B150M-D3H DDR3,LGA1151,Micro ATX,64,4
Gigabyte GA-Z170X-UD5 TH,LGA1151,ATX,64,4
Gigabyte GA-MA790GP-DS4H,AM3/AM2+,ATX,8,4
Asus Z170-PREMIUM,LGA1151,ATX,64,4
Asus H110M-K D3,LGA1151,Micro ATX,32,2
ASRock D1520D4I,Integrated Xeon D-1520,Mini ITX,128,4
EVGA X99 FTW K,LGA2011-3,EATX,128,8
Asus H170-PRO/USB 3.1,LGA1151,ATX,64,4
MSI E3 KRAIT GAMING V5,LGA1151,ATX,64,4
ASRock Z270M Extreme4,LGA1151,Micro ATX,64,4
ASRock Z270 Taichi,LGA1151,ATX,64,4
Biostar X370GT3,AM4,Micro ATX,64,4
Biostar B350GT3,AM4,Micro ATX,64,4
ASRock Fatal1ty X299 Gaming K6,LGA2066,ATX,128,8
ASRock Z370 Killer SLI,LGA1151,ATX,64,4
MSI B350M PRO-VH PLUS,AM4,Micro ATX,32,2
Asus ROG MAXIMUS X APEX,LGA1151,EATX,32,2
Gigabyte GA-H110M-Gaming 3,LGA1151,Micro ATX,32,2
ASRock Fatal1ty B360 Gaming K4,LGA1151,ATX,64,4
ASRock Fatal1ty H370 Performance,LGA1151,ATX,64,4
Gigabyte B360 AORUS GAMING 3,LGA1151,ATX,64,4
MSI H310M PRO-VL,LGA1151,Micro ATX,32,2
ASRock H310M-G/M.2,LGA1151,Micro ATX,32,2
Gigabyte X299 AORUS Gaming 3 Pro,LGA2066,ATX,128,8
Biostar X470NH,AM4,Mini ITX,32,2
Asus PRIME A520M-E/CSM,AM4,Micro ATX,64,2
Gigabyte H510M DS2V,LGA1200,Micro ATX,64,2
Asus Pro H510M-C/CSM,LGA1200,Micro ATX,64,2
Gigabyte Z690 AORUS ELITE,LGA1700,ATX,192,4
Gigabyte B660 GAMING X,LGA1700,ATX,192,4
Asus EX-B760M-V5,LGA1700,Micro ATX,96,2
ASRock B760M-HDVP,LGA1700,Micro ATX,96,2
Gigabyte B760M GAMING WIFI PLUS,LGA1700,Micro ATX,96,2
Asus PRIME H410M-K R3.0,LGA1200,Micro ATX,64,2
Gigabyte B550 AORUS ELITE AX V3 (rev. 1.5),AM4,ATX,128,4
ASRock B660M-ITX/eDP,LGA1700,Mini ITX,64,2
Biostar Z270GT4,LGA1151,Micro ATX,64,4
Gigabyte GA-H55M-USB3,LGA1156,Micro ATX,16,4
Asus P7P55D Pro,LGA1156,ATX,16,4
Asus M4A79T DELUXE,AM3,ATX,16,4
Gigabyte GA-880GA-UD3H,AM3,ATX,16,4
Gigabyte GA-890FXA-UD5,AM3,ATX,32,4
Gigabyte GA-890GPA-UD3H,AM3,ATX,16,4
Asus M4A89GTD PRO/USB3,AM3,ATX,16,4
Intel DP43BF,LGA775,ATX,8,4
EVGA 170-BL-E762-A1,LGA1366,XL ATX,24,6
EVGA 121-BL-E756-TR,LGA1366,Micro ATX,24,6
Intel DG41MJ,LGA775,Mini ITX,8,2
ASRock K10N78M-PRO,AM3/AM2+/AM2,Micro ATX,8,2
Asus M4A77D,AM3/AM2+/AM2,ATX,16,4
Asus P5G41C-M LX,LGA775,Micro ATX,8,2
MSI K9N6PGM2-V2,AM3/AM2+/AM2,Micro ATX,8,2
Gigabyte GA-EP43T-UD3L,LGA775,ATX,8,4
ASRock G43Twins-FullHD,LGA775,Micro ATX,8,4
Biostar G41D3G,LGA775,Micro ATX,4,2
Asus P8H67-V,LGA1155,ATX,32,4
Asus P8P67 WS Revolution,LGA1155,ATX,32,4
Intel DP67DE,LGA1155,Micro ATX,32,4
ASRock P67 Pro,LGA1155,ATX,32,4
Biostar TForce TG31-A7,LGA775,ATX,4,2
Gigabyte G1.Assassin,LGA1366,XL ATX,24,6
Biostar H61MH,LGA1155,Micro ATX,8,2
Gigabyte GA-H67M-D2-B3,LGA1155,Micro ATX,16,2
Gigabyte GA-P67A-UD4-B3,LGA1155,ATX,32,4
MSI H61M-E23 (B3),LGA1155,Micro ATX,16,2
Zotac H67ITX-C-E,LGA1155,Mini ITX,16,2
Gigabyte GA-G41MT-USB3,LGA775,Micro ATX,8,2
MSI H61M-P23 (B3),LGA1155,Micro ATX,16,2
Gigabyte GA-Z68X-UD3-B3,LGA1155,ATX,32,4
MSI 990FXA-GD80,AM3+,ATX,32,4
MSI H61I-E35 (B3),LGA1155,Mini ITX,16,2
Biostar P4M890M7SE,LGA775,Micro ATX,4,2
EVGA 130-SB-E675-KR,LGA1155,ATX,16,4
Gigabyte GA-Z68XP-UD3P,LGA1155,ATX,32,4
Intel DZ68DB,LGA1155,ATX,32,4
ASRock 990FX Extreme4,AM3+,ATX,32,4
ASRock 880GMH/U3S3,AM3+,Micro ATX,32,4
Zotac NM10-B-E-ION,Integrated Atom D510,Mini DTX,4,2
Biostar TA990FXE,AM3+,ATX,16,4
Gigabyte GA-M68MT-S2,AM3+,Micro ATX,8,2
MSI X79A-GD65 (8D),LGA2011,ATX,128,8
MSI 760GM-E51 (FX),AM3+,Micro ATX,32,4
ASRock X79 Extreme9,LGA2011,ATX,64,8
MSI 760GM-P21 (FX),AM3+,Micro ATX,16,2
Foxconn H61AP,LGA1155,ATX,16,2
Asus P8Z77-V LE,LGA1155,ATX,32,4
Asus P8H77-V,LGA1155,ATX,32,4
ASRock Z77 Pro4-M,LGA1155,Micro ATX,32,4
ASRock N68C-GS FX,AM3+,Micro ATX,8,4
Gigabyte GA-Z77M-D3H-MVP,LGA1155,Micro ATX,32,4
Gigabyte GA-Z77X-UP4 TH,LGA1155,ATX,32,4
ASRock Z77M,LGA1155,Micro ATX,16,2
ASRock FM2A75 Pro4-M,FM2,Micro ATX,32,4
MSI Z77A-G45 Thunderbolt,LGA1155,ATX,32,4
Asus F2A85-M/CSM,FM2,Micro ATX,64,4
Gigabyte GA-F2A55M-HD2,FM2,Micro ATX,64,2
ASRock Z77 Fatal1ty Professional,LGA1155,ATX,32,4
Gigabyte GA-Z87X-UD5H,LGA1150,ATX,32,4
ASRock Z87M Extreme4,LGA1150,Micro ATX,32,4
ASRock Z87E-ITX,LGA1150,Mini ITX,16,2
MSI Z87 XPOWER,LGA1150,XL ATX,32,4
ECS H87H3-M(1.0),LGA1150,Micro ATX,32,4
ECS B85H3-M(1.0),LGA1150,Micro ATX,32,4
ASRock B85M-HDS,LGA1150,Micro ATX,16,2
Biostar Hi-Fi Z87X 3D,LGA1150,ATX,32,4
MSI FM2-A75MA-P33,FM2,Micro ATX,16,2
Asus Z87I-Deluxe,LGA1150,Mini ITX,16,2
Gigabyte GA-F2A88X-UP4,FM2+,ATX,64,4
MSI CSM-H81M-P32,LGA1150,Micro ATX,16,2
MSI H81M-E33 V2,LGA1150,Micro ATX,16,2
MSI A78M-E45,FM2+,Micro ATX,64,4
MSI B85M-P33 V2,LGA1150,Micro ATX,16,2
ASRock FM2A55M-HD+,FM2+,Micro ATX,32,2
ASRock FM2A88X Extreme4+,FM2+,ATX,64,4
Asus H81T/CSM,LGA1150,Thin Mini ITX,16,2
MSI Z87I AC,LGA1150,Mini ITX,16,2
Gigabyte GA-F2A78M-D3H,FM2+,Micro ATX,64,4
ECS H81H3-A3,LGA1150,ATX,16,2
Gigabyte GA-Z97N-Gaming 5,LGA1150,Mini ITX,16,2
MSI Z97 XPOWER AC,LGA1150,EATX,32,4
MSI H97 Guard-Pro,LGA1150,ATX,32,4
Biostar Hi-Fi A88W 3D,FM2+,ATX,64,4
ASRock Z97 PROFESSIONAL,LGA1150,ATX,32,4
EVGA X99 FTW,LGA2011-3,EATX,128,8
Gigabyte GA-X99-GAMING 5,LGA2011-3,ATX,128,8
ASRock X99 OC Formula,LGA2011-3,EATX,128,8
ASRock FM2A88M PRO3+,FM2+,Micro ATX,64,4
ASRock X99 Extreme6/ac,LGA2011-3,ATX,128,8
MSI X99S MPOWER,LGA2011-3,ATX,128,8
MSI B85-G43,LGA1150,ATX,32,4
Asus A88XM-Plus,FM2+,Micro ATX,64,4
ASRock EPC612D8A,LGA2011-3 Narrow,ATX,256,8
MSI X99S SLI Krait,LGA2011-3,ATX,128,8
ASRock Z97 Extreme6/3.1,LGA1150,ATX,32,4
ASRock 990FX Killer/3.1,AM3+/AM3,ATX,64,4
Gigabyte GA-B85-HD3-A (rev. 1.0),LGA1150,ATX,32,4
ASRock X99 OC Formula/3.1,LGA2011-3,EATX,128,8
Asus P9D-I,LGA1150,Mini ITX,16,2
MSI Z170A GAMING M9 ACK,LGA1151,ATX,64,4
ASRock Fatal1ty Z170 Gaming K6+,LGA1151,ATX,64,4
MSI Z170A Tomahawk AC,LGA1151,ATX,64,4
ASRock N3700-ITX,Integrated Pentium N3700,Mini ITX,16,2
ASRock H170M-ITX/DL,LGA1151,Mini ITX,32,2
Asus H170I-PLUS D3,LGA1151,Mini ITX,32,2
Asus B150M-K D3,LGA1151,Micro ATX,32,2
Gigabyte GA-H170-D3H,LGA1151,ATX,64,4
Gigabyte GA-H170-HD3 DDR3,LGA1151,ATX,64,4
ASRock H170A-X1,LGA1151,ATX,64,4
Asus B150M-PLUS D3,LGA1151,Micro ATX,64,4
MSI H170I Pro AC,LGA1151,Mini ITX,32,2
Asus MAXIMUS VIII EXTREME/ASSEMBLY,LGA1151,EATX,64,4
Biostar B150GT5,LGA1151,ATX,64,4
Supermicro MBD-X11SSH-F,LGA1151,Micro ATX,64,4
ASRock H110M-DVS/D3,LGA1151,Micro ATX,32,2
ASRock H110M-HDV/D3,LGA1151,Micro ATX,32,2
Asus M5A78L/USB3,AM3+,ATX,32,4
ASRock J3710-ITX,Integrated Pentium J3710,Mini ITX,16,2
Gigabyte GA-970-Gaming SLI,AM3+/AM3,ATX,64,4
Asus A88XM-A/USB 3.1,FM2+,Micro ATX,64,4
Biostar Z270GT9,LGA1151,ATX,64,4
Gigabyte GA-B250M-Gaming 5,LGA1151,Micro ATX,64,4
Asus Z270-WS,LGA1151,ATX,64,4
MSI A68HM GAMING,FM2+,Micro ATX,32,2
Gigabyte X299 AORUS Gaming 3,LGA2066,ATX,128,8
ASRock X299 OC Formula,LGA2066,ATX,64,4
Asus ROG RAMPAGE VI APEX,LGA2066,EATX,64,4
Biostar Z370GT6,LGA1151,ATX,64,4
ASRock X299M Extreme4,LGA2066,Micro ATX,64,4
Gigabyte B360M GAMING HD,LGA1151,Micro ATX,32,2
Gigabyte Z370M AORUS Gaming,LGA1151,Micro ATX,64,4
ASRock Q370M VPRO,LGA1151,Micro ATX,64,4
Asus ROG Maximus XI Hero (Wi-Fi) Call of Duty: Black Ops 4 Edition,LGA1151,ATX,128,4
Gigabyte X299-WU8,LGA2066,SSI CEB,128,8
Gigabyte B365M D2V,LGA1151,Micro ATX,32,2
